group_id,artifact_id,version,description,category,subcategory,framework,ecosystem
org.springframework.boot,spring-boot-parent,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-properties-migrator,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-activemq,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-actuator,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-amqp,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-aop,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-artemis,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-batch,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-cache,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-cassandra,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-cassandra-reactive,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-couchbase,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-couchbase-reactive,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-elasticsearch,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-jdbc,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-jpa,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-ldap,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-mongodb,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-mongodb-reactive,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-neo4j,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-r2dbc,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-redis,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-redis-reactive,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-rest,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-freemarker,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-graphql,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-groovy-templates,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-hateoas,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-integration,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-jdbc,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-jersey,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-jetty,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-jooq,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-json,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-log4j2,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-logging,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-mail,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-mustache,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-oauth2-authorization-server,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-oauth2-client,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-oauth2-resource-server,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-parent,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-pulsar,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-pulsar-reactive,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-quartz,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-reactor-netty,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-rsocket,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-security,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-test,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-thymeleaf,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-tomcat,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-undertow,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-validation,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-web,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-web-services,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-webflux,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-websocket,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-test,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-test-autoconfigure,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-testcontainers,3.5.0,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-jarmode-layertools,3.2.12,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-jta-atomikos,2.7.18,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-solr,2.4.13,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-jta-bitronix,2.4.13,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-docs,2.4.2,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-tools,2.2.13.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-cloud-connectors,2.2.13.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starters,2.2.13.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-security-test-web-helloworld,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-social-linkedin,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-build,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-social-facebook,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-full-build,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-actuator-docs,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-mobile,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-remote-shell,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-data-gemfire,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-social-twitter,1.5.22.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-project,2.1.6.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-jta-narayana,2.0.9.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-legacy,2.1.0.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-security-tests,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-deployment-test-wildfly,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-gradle-tests,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-deployment-tests,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-deployment-test-wlp,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-deployment-test-tomcat,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-deployment-test-tomee,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-deployment-test-glassfish,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-launch-script-tests,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-devtools-tests,1.5.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-hornetq,1.4.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-ws,1.4.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-velocity,1.4.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-redis,1.4.7.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-starter-log4j,1.3.8.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-dependency-tools,1.2.8.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-versions,1.2.8.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-security-tests-web-helloworld,1.2.8.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-sample-xml-archetype,1.0.2.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
org.springframework.boot,spring-boot-archetypes,1.0.2.RELEASE,,Application Development,Application Bootstrapping,Spring Boot,spring
