group_id,artifact_id,version,description,category,subcategory,framework,ecosystem
io.micronaut,session,1.0.0.RC2,,Application Development,Web Frameworks,Micronaut,micronaut
io.micronaut,security-session,1.0.0.RC2,,Security,Access Control,Micronaut,micronaut
io.micronaut,security-jwt,1.0.0.RC2,,Security,Authentication & Authorization,Micronaut,micronaut
io.micronaut,security,1.0.0.RC2,,Security,Authentication & Authorization,Micronaut,micronaut
io.micronaut,runtime-groovy,1.0.0.RC2,,Deployment & Runtime Platforms,Local Development Runtimes,Micronaut,micronaut
io.micronaut,runtime,1.0.0.RC2,,Deployment & Runtime Platforms,Local Development Runtimes,Micronaut,micronaut
io.micronaut,router,1.0.0.RC2,,Application Integration,API Gateways,Micronaut,micronaut
io.micronaut,multitenancy,1.0.0.RC2,,Application Development,Application Bootstrapping,Micronaut,micronaut
io.micronaut,messaging,1.0.0.RC2,,Application Integration,Messaging Protocols,Micronaut,micronaut
io.micronaut,management,1.0.0.RC2,,Observability,Monitoring,Micronaut,micronaut
io.micronaut,jdbc,1.0.0.RC2,,Data Management,ORM & Data Access,Micronaut,micronaut
io.micronaut,inject-java-test,1.0.0.RC2,,Testing & Quality,Testing Frameworks,Micronaut,micronaut
io.micronaut,inject-java,1.0.0.RC2,,Application Development,Dependency Injection,Micronaut,micronaut
io.micronaut,inject-groovy,1.0.0.RC2,,Application Development,Dependency Injection,Micronaut,micronaut
io.micronaut,inject,1.0.0.RC2,,Application Development,Dependency Injection,Micronaut,micronaut
io.micronaut,http-server-netty,1.0.0.RC2,,Deployment & Runtime Platforms,Application Servers,Micronaut,micronaut
io.micronaut,http-server,1.0.0.RC2,,Deployment & Runtime Platforms,Application Servers,Micronaut,micronaut
io.micronaut,http-netty,1.0.0.RC2,,Application Integration,RPC & Web Services,Micronaut,micronaut
io.micronaut,http-client,1.0.0.RC2,,Application Integration,RPC & Web Services,Micronaut,micronaut
io.micronaut,http,1.0.0.RC2,,Application Integration,RPC & Web Services,Micronaut,micronaut
io.micronaut,graal,1.0.0.RC2,,Deployment & Runtime Platforms,Local Development Runtimes,Micronaut,micronaut
io.micronaut,function-web,1.0.0.RC2,,Application Development,Web Frameworks,Micronaut,micronaut
io.micronaut,function-groovy,1.0.0.RC2,,Deployment & Runtime Platforms,Function-as-a-Service,Micronaut,micronaut
io.micronaut,function-client,1.0.0.RC2,,Deployment & Runtime Platforms,Function-as-a-Service,Micronaut,micronaut
io.micronaut,function-aws,1.0.0.RC2,,Deployment & Runtime Platforms,Function-as-a-Service,Micronaut,micronaut
io.micronaut,discovery-client,1.0.0.RC2,,Resilience & Control,Service Discovery,Micronaut,micronaut
io.micronaut,core,1.0.0.RC2,,Application Development,Application Bootstrapping,Micronaut,micronaut
io.micronaut,cli,1.0.0.RC2,,Developer Tooling,Code Generators,Micronaut,micronaut
io.micronaut,buffer-netty,1.0.0.RC2,,Utility Libraries,General Utilities,Micronaut,micronaut
io.micronaut,bom,1.0.0.RC2,,Developer Tooling,Dependency Management,Micronaut,micronaut
io.micronaut,aop,1.0.0.RC2,,Application Development,Dependency Injection,Micronaut,micronaut
io.micronaut,websocket,1.0.0.RC2,,Application Integration,Messaging Protocols,Micronaut,micronaut
